-5	-5	1.140642184e-161
-5	-4.900990099	5.237190593e-157
-5	-4.801980198	1.79322931e-152
-5	-4.702970297	4.586747886e-148
-5	-4.603960396	8.779959976e-144
-5	-4.504950495	1.260176413e-139
-5	-4.405940594	1.358941654e-135
-5	-4.306930693	1.103389626e-131
-5	-4.207920792	6.76072756e-128
-5	-4.108910891	3.133454929e-124
-5	-4.00990099	1.101286705e-120
-5	-3.910891089	2.942789891e-117
-5	-3.811881188	5.995004693e-114
-5	-3.712871287	9.337616283e-111
-5	-3.613861386	1.115319962e-107
-5	-3.514851485	1.024794816e-104
-5	-3.415841584	7.267111489e-102
-5	-3.316831683	3.990652537e-99
-5	-3.217821782	1.702976706e-96
-5	-3.118811881	5.668088709e-94
-5	-3.01980198	1.476936554e-91
-5	-2.920792079	3.024617487e-89
-5	-2.821782178	4.887632317e-87
-5	-2.722772277	6.25791017e-85
-5	-2.623762376	6.375147116e-83
-5	-2.524752475	5.189779522e-81
-5	-2.425742574	3.39085477e-79
-5	-2.326732673	1.786100838e-77
-5	-2.227722772	7.61903206e-76
-5	-2.128712871	2.644056186e-74
-5	-2.02970297	7.499137587e-73
-5	-1.930693069	1.746303643e-71
-5	-1.831683168	3.35421871e-70
-5	-1.732673267	5.338390953e-69
-5	-1.633663366	7.071975265e-68
-5	-1.534653465	7.832793791e-67
-5	-1.435643564	7.285055584e-66
-5	-1.336633663	5.713918351e-65
-5	-1.237623762	3.794937807e-64
-5	-1.138613861	2.142685451e-63
-5	-1.03960396	1.032351421e-62
-5	-0.9405940594	4.25943985e-62
-5	-0.8415841584	1.509981289e-61
-5	-0.7425742574	4.613295267e-61
-5	-0.6435643564	1.218082734e-60
-5	-0.5445544554	2.786400183e-60
-5	-0.4455445545	5.534123191e-60
-5	-0.3465346535	9.560604213e-60
-5	-0.2475247525	1.438780791e-59
-5	-0.1485148515	1.888262412e-59
-5	-0.0495049505	2.162790257e-59
-5	0.0495049505	2.162790257e-59
-5	0.1485148515	1.888262412e-59
-5	0.2475247525	1.438780791e-59
-5	0.3465346535	9.560604213e-60
-5	0.4455445545	5.534123191e-60
-5	0.5445544554	2.786400183e-60
-5	0.6435643564	1.218082734e-60
-5	0.7425742574	4.613295267e-61
-5	0.8415841584	1.509981289e-61
-5	0.9405940594	4.25943985e-62
-5	1.03960396	1.032351421e-62
-5	1.138613861	2.142685451e-63
-5	1.237623762	3.794937807e-64
-5	1.336633663	5.713918351e-65
-5	1.435643564	7.285055584e-66
-5	1.534653465	7.832793791e-67
-5	1.633663366	7.071975265e-68
-5	1.732673267	5.338390953e-69
-5	1.831683168	3.35421871e-70
-5	1.930693069	1.746303643e-71
-5	2.02970297	7.499137587e-73
-5	2.128712871	2.644056186e-74
-5	2.227722772	7.61903206e-76
-5	2.326732673	1.786100838e-77
-5	2.425742574	3.39085477e-79
-5	2.524752475	5.189779522e-81
-5	2.623762376	6.375147116e-83
-5	2.722772277	6.25791017e-85
-5	2.821782178	4.887632317e-87
-5	2.920792079	3.024617487e-89
