1.2	1.75134e-08
1.2125	3.62106e-08
1.225	7.37522e-08
1.2375	1.47974e-07
1.25	2.92458e-07
1.2625	5.69392e-07
1.275	1.09201e-06
1.2875	2.06302e-06
1.3	3.83924e-06
1.3125	7.03799e-06
1.325	1.2709e-05
1.3375	2.26065e-05
1.35	3.96105e-05
1.3625	6.83665e-05
1.375	0.000116233
1.3875	0.000194656
1.4	0.000321113
1.4125	0.00052179
1.425	0.000835183
1.4375	0.00131678
1.45	0.00204499
1.4625	0.00312831
1.475	0.00471381
1.4875	0.00699639
1.5	0.0102286
1.5125	0.0147297
1.525	0.0208933
1.5375	0.0291916
1.55	0.0401736
1.5625	0.0544572
1.575	0.0727111
1.5875	0.095626
1.6	0.123874
1.6125	0.158055
1.625	0.198639
1.6375	0.245892
1.65	0.29981
1.6625	0.360056
1.675	0.425907
1.6875	0.496225
1.7	0.569456
1.7125	0.643663
1.725	0.716593
1.7375	0.785779
1.75	0.848675
1.7625	0.902807
1.775	0.945929
1.7875	0.976185
1.8	0.992234
1.8125	0.993352
1.825	0.979487
1.8375	0.951259
1.85	0.90992
1.8625	0.857255
1.875	0.795461
1.8875	0.72699
1.9	0.654391
1.9125	0.580156
1.925	0.506582
1.9375	0.435663
1.95	0.369018
1.9625	0.307849
1.975	0.252942
1.9875	0.204691
2	0.163142
2.0125	0.128063
2.025	0.0990078
2.0375	0.0753883
2.05	0.0565362
2.0625	0.0417575
2.075	0.0303758
2.0875	0.0217624
2.1	0.0153556
2.1125	0.0106711
2.125	0.00730359
2.1375	0.00492314
2.15	0.00326834
2.1625	0.00213694
2.175	0.00137605
2.1875	0.000872675
2.2	0.000545064
2.2125	0.000335287
2.225	0.000203124
2.2375	0.000121193
2.25	7.12146e-05
2.2625	4.12126e-05
2.275	2.34889e-05
2.2875	1.31845e-05
2.3	7.28847e-06
2.3125	3.96804e-06
2.325	2.12757e-06
2.3375	1.12346e-06
2.35	5.84247e-07
2.3625	2.99227e-07
2.375	1.50928e-07
2.3875	7.49725e-08
2.4	3.66772e-08
2.4125	1.76707e-08
