-2.0375	1.9195e-08
-2.025	5.31769e-08
-2.0125	1.4294e-07
-2	3.72804e-07
-1.9875	9.43426e-07
-1.975	2.31653e-06
-1.9625	5.51919e-06
-1.95	1.27591e-05
-1.9375	2.86205e-05
-1.925	6.22945e-05
-1.9125	0.000131565
-1.9	0.000269618
-1.8875	0.000536145
-1.875	0.00103453
-1.8625	0.00193701
-1.85	0.00351928
-1.8375	0.00620457
-1.825	0.0106147
-1.8125	0.0176217
-1.8	0.0283878
-1.7875	0.0443776
-1.775	0.0673206
-1.7625	0.0991029
-1.75	0.141574
-1.7375	0.196265
-1.725	0.264037
-1.7125	0.344712
-1.7	0.436736
-1.6875	0.536979
-1.675	0.640728
-1.6625	0.741945
-1.65	0.833787
-1.6375	0.909344
-1.625	0.962484
-1.6125	0.988678
-1.6	0.985635
-1.5875	0.953632
-1.575	0.895474
-1.5625	0.816086
-1.55	0.721828
-1.5375	0.619655
-1.525	0.516284
-1.5125	0.417497
-1.5	0.327679
-1.4875	0.249619
-1.475	0.184563
-1.4625	0.132451
-1.45	0.0922593
-1.4375	0.0623758
-1.425	0.0409332
-1.4125	0.0260732
-1.4	0.0161204
-1.3875	0.00967443
-1.375	0.00563567
-1.3625	0.0031867
-1.35	0.00174911
-1.3375	0.000931916
-1.325	0.000481976
-1.3125	0.000241974
-1.3	0.000117926
-1.2875	5.57893e-05
-1.275	2.56213e-05
-1.2625	1.14225e-05
-1.25	4.94356e-06
-1.2375	2.07701e-06
-1.225	8.47156e-07
-1.2125	3.35443e-07
-1.2	1.28947e-07
-1.1875	4.81219e-08
-1.175	1.74349e-08
1.175	1.74349e-08
1.1875	4.81219e-08
1.2	1.28947e-07
1.2125	3.35443e-07
1.225	8.47156e-07
1.2375	2.07701e-06
1.25	4.94356e-06
1.2625	1.14225e-05
1.275	2.56213e-05
1.2875	5.57893e-05
1.3	0.000117926
1.3125	0.000241974
1.325	0.000481976
1.3375	0.000931916
1.35	0.00174911
1.3625	0.0031867
1.375	0.00563567
1.3875	0.00967443
1.4	0.0161204
1.4125	0.0260732
1.425	0.0409332
1.4375	0.0623758
1.45	0.0922593
1.4625	0.132451
1.475	0.184563
1.4875	0.249619
1.5	0.327679
1.5125	0.417497
1.525	0.516284
1.5375	0.619655
1.55	0.721828
1.5625	0.816086
1.575	0.895474
1.5875	0.953632
1.6	0.985635
1.6125	0.988678
1.625	0.962484
1.6375	0.909344
1.65	0.833787
1.6625	0.741945
1.675	0.640728
1.6875	0.536979
1.7	0.436736
1.7125	0.344712
1.725	0.264037
1.7375	0.196265
1.75	0.141574
1.7625	0.0991029
1.775	0.0673206
1.7875	0.0443776
1.8	0.0283878
1.8125	0.0176217
1.825	0.0106147
1.8375	0.00620457
1.85	0.00351928
1.8625	0.00193701
1.875	0.00103453
1.8875	0.000536145
1.9	0.000269618
1.9125	0.000131565
1.925	6.22945e-05
1.9375	2.86205e-05
1.95	1.27591e-05
1.9625	5.51919e-06
1.975	2.31653e-06
1.9875	9.43426e-07
2	3.72804e-07
2.0125	1.4294e-07
2.025	5.31769e-08
2.0375	1.9195e-08
