0	-1	-1
0.03981133748	-1.000352253	-1
0.079532634	-1.00140634	-1
0.1191277264	-1.003157105	-1
0.1585493181	-1.005597056	-1
0.1977371044	-1.008715186	-1
0.2366162673	-1.012495629	-1
0.275096692	-1.016916242	-1
0.3130732896	-1.021947255	-1
0.3504277819	-1.027550215	-1
0.3870321693	-1.033677435	-1
0.4227538652	-1.040272198	-1
0.4574621681	-1.047269842	-1
0.4910354242	-1.054599733	-1
0.523368007	-1.062187986	-1
0.5543761965	-1.069960602	-1
0.5840022072	-1.077846642	-1
0.6122159561	-1.085781027	-1
0.6390145653	-1.093706686	-1
0.6644199581	-1.101575868	-1
0.6884751274	-1.109350647	-1
0.711239721	-1.117002712	-1
0.7327855204	-1.124512644	-1
0.753192241	-1.131868868	-1
0.7725439169	-1.139066462	-1
0.7909259848	-1.146105965	-1
0.8084230712	-1.152992258	-1
0.8251174191	-1.159733598	-1
0.8410878546	-1.166340796	-1
0.8564091883	-1.172826562	-1
0.8711519468	-1.179204995	-1
0.8853823493	-1.185491201	-1
0.8991624541	-1.191701021	-1
0.9125504218	-1.197850856	-1
0.9256008511	-1.203957557	-1
0.9383651585	-1.210038387	-1
0.9508919789	-1.216111023	-1
0.9632275752	-1.222193602	-1
0.9754162462	-1.228304811	-1
0.987500729	-1.234463991	-1
0.9995225929	-1.240691282	-1
1.011522625	-1.24700779	-1.000262525
1.023541207	-1.253435779	-1.001083031
1.035618686	-1.259998894	-1.002450862
1.04779574	-1.266722409	-1.004362831
1.060113741	-1.273633509	-1.006823308
1.072615111	-1.280761609	-1.009844043
1.085343678	-1.288138702	-1.013444153
1.09834503	-1.295799763	-1.017650258
1.111666856	-1.303783181	-1.022496765
1.125359276	-1.312131256	-1.028026268
1.139475153	-1.320890729	-1.034290078
1.154070359	-1.330113374	-1.041348846
1.169203993	-1.339856629	-1.049273275
1.184938518	-1.350184267	-1.058144891
1.20133978	-1.361167087	-1.068056817
1.218476869	-1.372883606	-1.079114514
1.236421771	-1.38542071	-1.09143639
1.25524874	-1.398874217	-1.105154177
1.275033335	-1.413349274	-1.120412931
1.295851038	-1.428960516	-1.137370491
1.317775396	-1.445831845	-1.156196194
1.340875651	-1.464095741	-1.177068637
1.365213869	-1.483891953	-1.2001723
1.390841628	-1.505365467	-1.225692895
1.417796449	-1.528663696	-1.253811442
1.446098247	-1.553932903	-1.284697224
1.47574618	-1.581314008	-1.318500064
1.50671636	-1.610938057	-1.355342571
1.5389609	-1.642921791	-1.395313255
1.572408638	-1.677363826	-1.438461474
1.606967729	-1.714341962	-1.484795083
1.642529944	-1.75391204	-1.534281321
1.678976274	-1.796108501	-1.586850958
1.71618315	-1.840946539	-1.642405183
1.754028533	-1.888425459	-1.700824261
1.792397181	-1.938532659	-1.761976759
1.831184615	-1.991247637	-1.825728195
1.870299586	-2.046545499	-1.891948254
1.909665076	-2.104399656	-1.960516078
1.949218099	-2.164783557	-2.031323553
1.988908622	-2.227671554	-2.104276795
